sensor_id,X,Y,Elevation,Temperature,dist_lake
sensor_000,-0.250919762305275,0.9014286128198323,767.4727243822053,31.127103325721468,1.0343084175755126
sensor_001,-0.687962719115127,-0.6880109593275947,408.4794020872306,32.50715509089002,0.5752716255913972
sensor_002,-0.8838327756636011,0.7323522915498704,1094.3205879812595,30.205374598787945,1.0415507210566568
sensor_003,-0.9588310114083951,0.9398197043239886,1169.7184152540012,29.994330768684293,1.2604700169343477
sensor_004,0.6648852816008435,-0.5753217786434477,968.6057236481851,26.03580961626583,0.7569347524615573
sensor_005,-0.39151551408092455,0.04951286326447568,549.5347743126166,31.121229826134556,0.23643495936543643
sensor_006,-0.13610996271576847,-0.4175417196039162,488.2233270519217,29.89295468555036,0.13889982311651433
sensor_007,-0.4157107029295637,-0.2672763134126166,468.99269364316575,30.46904234541061,0.07885717976941571
sensor_008,-0.08786003156592814,0.5703519227860272,604.3961316185195,31.34254229041718,0.6333766542136878
sensor_009,0.18482913772408494,-0.9070991745600046,720.5132319509041,28.055615272652904,0.6811367172690448
sensor_010,0.21508970380287673,-0.6589517526254169,695.1675777062596,28.48094785985283,0.4470431388814518
sensor_011,0.3684660530243138,-0.1196950125207974,559.3354824634623,27.428651988405857,0.0031010027872383494
sensor_012,-0.7559235303104423,-0.00964617977745963,585.3713327123107,32.08138093892612,0.39901009999436454
sensor_013,-0.3765778478211781,0.040136042355621626,543.3775815542103,30.95308055123082,0.2215885031258176
sensor_014,0.0934205586865593,-0.6302910889489459,610.3107724328574,29.427841712933066,0.37138526041811104
sensor_015,-0.823014995896161,-0.6080342751617096,411.6299685170873,32.65657038681842,0.5947220711920863
sensor_016,-0.9095454221789239,-0.3493393384734713,459.01505200807895,32.5608525209878,0.5338778531168541
sensor_017,0.6574750183038587,-0.28649334661282144,746.0515176368099,27.70408662669411,0.4588202053975767
sensor_018,-0.4381309806252385,0.08539216631649693,573.2069139062,31.347266237641605,0.27801945426882524
sensor_019,-0.8508987126404584,0.9737738732010346,1152.431992637477,29.758647074281996,1.2480702211839525
sensor_020,0.5444895385933148,-0.6025686369316552,910.6042250411826,26.827225952247094,0.644939544490881
sensor_021,0.5425406933718915,-0.8519106965318193,1022.4088005277474,25.817634321538716,0.8922315588138404
sensor_022,-0.2830685429114548,-0.7682618809497406,462.79605008031194,31.04738696346533,0.5242911605930064
sensor_023,-0.3382039502947016,-0.8728832994279527,448.87343967235483,31.262608136580866,0.6514475864822051
sensor_024,-0.3780353565686756,-0.3496333559465059,458.24384770868517,30.983469125478013,0.1477118690940872
sensor_025,0.7744254851526531,-0.05557014967610141,612.9211055310435,28.849955103801367,0.38540618976161417
sensor_026,-0.7608115081233966,0.42648957444599,869.2997100617229,30.85330247227883,0.7143138944433867
sensor_027,0.541934359909122,-0.012408807271218514,551.931117986858,28.215389140593185,0.05209317496447108
sensor_028,-0.9491617465118096,-0.7842171460133911,393.6111629357742,32.83798941015596,0.8091184341295166
sensor_029,-0.37128803784734665,0.01714138232940554,534.8979660455891,31.00504325861075,0.19664139346308496
sensor_030,0.815132947852186,-0.5014155417022501,976.6896495631681,26.07218145710032,0.8915639496724358
sensor_031,-0.5424036690167551,-0.846040180342414,412.77453942097407,31.717821386130396,0.6713177512721831
sensor_032,-0.42049709417246395,-0.6775574254919912,434.0326501896318,31.68490275739827,0.48798808799180066
sensor_033,0.6073441537982289,-0.6268598822279283,967.99709057819,26.209764523163383,0.7388320366079015
sensor_034,0.7851179969799555,0.07868448383130144,540.0012791375088,28.92398383871296,0.2667192228802826
sensor_035,-0.5441296749161166,-0.14578442274748737,505.0846800353841,31.103563730232125,0.1507593461885477
sensor_036,0.6360295318449862,0.7214611665126869,411.3834579282961,31.161185806071025,0.38129160691697844
sensor_037,-0.16517799370244202,-0.5557843790585395,488.85961030765054,30.50429219898875,0.28107029762702734
sensor_038,-0.7602692653326344,-0.3247696571927441,463.62369210742776,32.33814386186384,0.38465153586482126
sensor_039,0.037581243486732197,0.4060379177903557,523.2333262190873,31.346751697205715,0.4100769182578201
